intern_id,department,location,duration,mentor_meetings,status
2512,Marketing,Michigan,3,6,Completed
2513,Design,Alaska,6,2,Dropped Out
2514,HR,Nebraska,6,2,Dropped Out
2515,Web Dev,Texas,9,8,Dropped Out
2516,Design,New York,3,8,Completed
2517,Web Dev,New York,9,6,Completed
2518,HR,New Jersey,9,10,Completed
2519,Marketing,California,9,7,Dropped Out
2520,HR,Nebraska,6,1,Completed
2521,Marketing,Illinois,3,9,Completed
2522,HR,New York,3,5,Completed
2523,Design,Washington,3,9,Completed
2524,Engineering,Illinois,3,2,Completed
2525,Design,Alaska,6,8,Completed
2526,Web Dev,California,6,7,Completed
2527,Design,California,9,4,Dropped Out
2528,Data Science,Texas,3,3,Completed
2529,Web Dev,New York,3,4,Dropped Out
2530,HR,New Jersey,6,4,Completed
2531,Web Dev,Hawaii,3,10,Completed
2532,Engineering,Hawaii,3,10,Completed
2533,Marketing,Michigan,9,8,Dropped Out
2534,HR,Washington,6,4,Dropped Out
2535,Web Dev,Illinois,3,5,Dropped Out
2536,HR,Alaska,9,2,Dropped Out
2537,HR,Michigan,6,4,Completed
2538,HR,California,6,7,Completed
2539,Marketing,Illinois,9,3,Dropped Out
2540,Design,Nebraska,3,1,Dropped Out
2541,HR,New York,6,8,Dropped Out
2542,Data Science,Alaska,3,8,Completed
2543,Engineering,Nebraska,3,6,Completed
2544,Marketing,New Jersey,9,7,Dropped Out
2545,Web Dev,New York,6,10,Completed
2546,Marketing,Illinois,6,2,Completed
2547,Web Dev,New York,9,5,Dropped Out
2548,Marketing,Michigan,9,7,Completed
2549,Web Dev,Texas,9,9,Dropped Out
2550,HR,Michigan,3,1,Dropped Out
2551,Design,New Jersey,3,3,Dropped Out
2552,Web Dev,Washington,3,6,Completed
2553,Web Dev,Nebraska,3,7,Completed
2554,Data Science,Michigan,3,6,Completed
2555,Web Dev,Texas,6,1,Dropped Out
2556,Data Science,Washington,6,4,Completed
2557,Engineering,Michigan,9,6,Completed
2558,HR,California,6,8,Completed
2559,Data Science,Texas,6,10,Completed
2560,Design,Nebraska,3,4,Dropped Out
2561,HR,Alaska,3,7,Completed
2562,Data Science,Hawaii,3,3,Completed
2563,HR,Washington,6,8,Dropped Out
2564,HR,California,3,1,Completed
2565,HR,Alaska,6,4,Dropped Out
2566,Engineering,Illinois,6,8,Completed
2567,Design,Texas,3,10,Completed
2568,Marketing,California,3,4,Completed
2569,Marketing,New York,3,2,Dropped Out
2570,Data Science,Illinois,3,2,Completed
2571,HR,Illinois,6,4,Completed
2572,Data Science,Washington,6,4,Completed
2573,Engineering,Texas,6,2,Completed
2574,Engineering,California,9,7,Dropped Out
2575,Web Dev,New Jersey,6,6,Dropped Out
2576,Engineering,California,9,3,Dropped Out
2577,Web Dev,Michigan,3,8,Completed
2578,Design,Illinois,6,8,Completed
2579,Data Science,Nebraska,3,1,Completed
2580,Design,Illinois,3,3,Dropped Out
2581,Engineering,Illinois,3,5,Completed
2582,Design,Hawaii,6,2,Dropped Out
2583,Design,New York,3,5,Dropped Out
2584,Design,New Jersey,3,10,Completed
2585,Engineering,Alaska,9,3,Dropped Out
2586,HR,Alaska,9,9,Completed
2587,Design,New York,6,1,Dropped Out
2588,Web Dev,Illinois,6,4,Dropped Out
2589,Engineering,Alaska,9,10,Completed
2590,Design,Texas,6,6,Dropped Out
2591,HR,New Jersey,3,9,Dropped Out
2592,Engineering,Alaska,9,3,Dropped Out
2593,Marketing,New York,6,3,Completed
2594,HR,Michigan,3,5,Completed
2595,Web Dev,Alaska,3,7,Completed
2596,Design,New Jersey,3,5,Completed
2597,Marketing,Washington,9,8,Completed
2598,Marketing,Washington,3,5,Completed
2599,Engineering,Texas,9,7,Dropped Out
2600,Marketing,California,9,6,Completed
2601,Web Dev,California,6,10,Dropped Out
2602,Web Dev,Alaska,6,2,Dropped Out
2603,Data Science,Nebraska,3,3,Completed
2604,Web Dev,Michigan,3,4,Completed
2605,HR,New York,3,5,Completed
2606,Marketing,Michigan,6,9,Completed
2607,Web Dev,Washington,3,6,Completed
2608,Engineering,Alaska,3,1,Completed
2609,Data Science,New Jersey,3,3,Completed
2610,Marketing,New York,9,7,Dropped Out
2611,Data Science,Michigan,3,8,Completed
2612,Marketing,New Jersey,9,7,Completed
2613,Engineering,New York,3,5,Dropped Out
2614,Data Science,Michigan,6,10,Completed
2615,Design,Texas,3,8,Completed
2616,HR,Washington,6,9,Completed
2617,HR,Illinois,6,7,Completed
2618,Marketing,New York,3,9,Completed
2619,Design,Washington,6,1,Completed
2620,Data Science,Hawaii,6,9,Completed
2621,Design,Nebraska,6,3,Dropped Out
2622,Design,Alaska,6,6,Dropped Out
2623,Data Science,Hawaii,3,8,Completed
2624,Engineering,New Jersey,6,3,Dropped Out
2625,Design,New York,9,4,Dropped Out
2626,Design,Alaska,9,7,Dropped Out
2627,Engineering,Alaska,9,7,Dropped Out
2628,Design,Hawaii,3,4,Dropped Out
2629,Design,Hawaii,6,9,Completed
2630,Design,Illinois,6,3,Dropped Out
2631,HR,Michigan,3,8,Completed
2632,Web Dev,New York,9,8,Completed
2633,Engineering,Washington,6,4,Completed
2634,Design,California,3,7,Dropped Out
2635,HR,New York,3,4,Completed
2636,Engineering,New York,9,1,Dropped Out
2637,Marketing,New York,3,1,Completed
2638,Marketing,Alaska,3,1,Completed
2639,Design,New Jersey,3,2,Dropped Out
2640,HR,Alaska,3,6,Completed
2641,HR,New Jersey,9,10,Dropped Out
2642,Engineering,Hawaii,3,5,Dropped Out
2643,Engineering,California,6,2,Dropped Out
2644,HR,Alaska,9,8,Dropped Out
2645,Engineering,New Jersey,6,9,Completed
2646,HR,Alaska,3,7,Completed
2647,Web Dev,Nebraska,6,9,Completed
2648,HR,Alaska,3,4,Completed
2649,Marketing,California,3,7,Dropped Out
2650,Engineering,California,6,5,Dropped Out
2651,HR,New Jersey,9,5,Dropped Out
2652,HR,New Jersey,6,3,Dropped Out
2653,Engineering,Hawaii,9,9,Completed
2654,Web Dev,California,6,10,Completed
2655,Web Dev,California,6,5,Dropped Out
2656,Engineering,Illinois,9,6,Completed
2657,Data Science,New York,3,3,Completed
2658,Engineering,Texas,3,10,Completed
2659,Engineering,Alaska,6,7,Completed
2660,Web Dev,Michigan,6,9,Completed
2661,Web Dev,Hawaii,3,9,Completed
2662,Engineering,New York,3,10,Completed
2663,Engineering,Texas,3,10,Completed
2664,Engineering,Illinois,6,5,Dropped Out
2665,Web Dev,Michigan,9,7,Dropped Out
2666,Engineering,New Jersey,9,3,Dropped Out
2667,Engineering,California,6,6,Dropped Out
2668,Design,Nebraska,9,8,Dropped Out
2669,Data Science,Hawaii,3,8,Completed
2670,Marketing,Washington,3,2,Completed
2671,Data Science,California,3,6,Completed
2672,Design,Nebraska,6,7,Dropped Out
2673,Marketing,Texas,3,7,Dropped Out
2674,Engineering,New Jersey,6,3,Completed
2675,Design,Michigan,6,9,Dropped Out
2676,Engineering,Texas,3,2,Dropped Out
2677,Web Dev,California,9,3,Completed
2678,HR,California,6,2,Completed
2679,Design,Michigan,3,9,Completed
2680,Web Dev,Washington,3,4,Completed
2681,Design,Nebraska,6,2,Dropped Out
2682,Design,Texas,3,3,Dropped Out
2683,Web Dev,New Jersey,3,4,Completed
2684,Marketing,California,6,10,Completed
2685,Data Science,Texas,9,6,Completed
2686,Engineering,Washington,3,5,Completed
2687,Design,Texas,9,3,Dropped Out
2688,Engineering,Michigan,9,10,Completed
2689,HR,New Jersey,3,8,Dropped Out
2690,Web Dev,Illinois,6,8,Dropped Out
2691,Engineering,Michigan,3,7,Dropped Out
2692,Web Dev,Texas,3,3,Completed
2693,Engineering,Illinois,6,1,Completed
2694,Data Science,California,6,5,Completed
2695,Data Science,Illinois,3,1,Completed
2696,Data Science,Washington,9,6,Dropped Out
2697,Data Science,Alaska,6,7,Completed
2698,Data Science,Washington,9,5,Dropped Out
2699,Data Science,Michigan,3,4,Completed
2700,Web Dev,Alaska,9,2,Completed
2701,Design,Michigan,3,5,Dropped Out
2702,Engineering,Hawaii,3,9,Completed
2703,Data Science,New Jersey,6,4,Completed
2704,Web Dev,New York,6,2,Completed
2705,Web Dev,California,6,6,Dropped Out
2706,Web Dev,California,3,8,Completed
2707,Design,Hawaii,3,2,Dropped Out
2708,Engineering,Texas,6,9,Completed
2709,Design,Nebraska,3,7,Completed
2710,Marketing,Michigan,6,2,Dropped Out
2711,Web Dev,New York,3,5,Completed
2712,Marketing,New York,9,5,Completed
2713,HR,Washington,6,7,Completed
2714,Data Science,Washington,6,5,Completed
2715,Data Science,Nebraska,9,6,Completed
2716,Design,Texas,6,9,Dropped Out
2717,Engineering,Hawaii,3,3,Completed
2718,Marketing,Illinois,3,3,Completed
2719,Engineering,Washington,6,8,Completed
2720,Design,Texas,3,10,Completed
2721,Data Science,New Jersey,6,6,Dropped Out
2722,Engineering,California,3,10,Completed
2723,Engineering,California,3,3,Dropped Out
2724,Data Science,Texas,6,2,Dropped Out
2725,Marketing,Nebraska,9,2,Dropped Out
2726,Data Science,Hawaii,6,2,Completed
2727,Engineering,New York,9,5,Dropped Out
2728,Marketing,Nebraska,9,5,Dropped Out
2729,Marketing,Texas,3,1,Dropped Out
2730,Data Science,Hawaii,3,2,Completed
2731,Engineering,Hawaii,6,2,Completed
2732,Design,Michigan,9,4,Dropped Out
2733,Engineering,Alaska,6,7,Completed
2734,Web Dev,California,9,3,Dropped Out
2735,HR,Texas,3,5,Completed
2736,Design,New York,3,9,Completed
2737,Marketing,Alaska,6,5,Completed
2738,Design,New Jersey,3,9,Dropped Out
2739,Marketing,Washington,3,1,Completed
2740,Marketing,Michigan,3,9,Completed
2741,Design,Washington,3,5,Dropped Out
2742,Marketing,Alaska,6,8,Completed
2743,Marketing,Alaska,9,5,Dropped Out
2744,Web Dev,Washington,9,6,Completed
2745,Engineering,New York,6,8,Completed
2746,Engineering,New York,3,2,Completed
2747,HR,Illinois,6,3,Completed
2748,HR,New Jersey,3,9,Completed
2749,Web Dev,New York,3,5,Dropped Out
2750,HR,New Jersey,3,5,Dropped Out
2751,Design,New Jersey,9,9,Completed
2752,Data Science,Alaska,9,10,Completed
2753,Data Science,New Jersey,6,3,Dropped Out
2754,Data Science,Michigan,6,4,Completed
2755,Web Dev,Washington,3,7,Completed
2756,Web Dev,Illinois,6,2,Dropped Out
2757,Marketing,Texas,6,8,Completed
2758,Data Science,Nebraska,3,5,Completed
2759,Design,Illinois,3,1,Dropped Out
2760,HR,Michigan,9,3,Dropped Out
2761,Design,Illinois,6,9,Dropped Out
2762,HR,New Jersey,9,5,Dropped Out
2763,Data Science,Alaska,9,8,Completed
2764,Data Science,Nebraska,9,1,Completed
2765,Data Science,New York,3,7,Completed
2766,Web Dev,Alaska,3,7,Completed
2767,HR,New Jersey,3,8,Completed
2768,Web Dev,New Jersey,3,3,Dropped Out
2769,Web Dev,Nebraska,6,1,Dropped Out
2770,Engineering,Nebraska,6,9,Dropped Out
2771,Design,California,6,1,Dropped Out
2772,Design,Hawaii,3,6,Dropped Out
2773,Marketing,Hawaii,9,9,Dropped Out
2774,Web Dev,Alaska,3,2,Dropped Out
2775,HR,New York,3,4,Dropped Out
2776,Engineering,Illinois,6,2,Dropped Out
2777,Engineering,New Jersey,6,4,Dropped Out
2778,Design,New Jersey,3,2,Completed
2779,Web Dev,California,3,1,Dropped Out
2780,Marketing,Alaska,6,3,Completed
2781,Web Dev,Alaska,3,8,Completed
2782,Data Science,Washington,3,5,Dropped Out
2783,Web Dev,Nebraska,6,4,Completed
2784,Data Science,New York,3,5,Completed
2785,Data Science,Nebraska,3,6,Completed
2786,Marketing,New York,3,6,Completed
2787,HR,Michigan,9,5,Completed
2788,Design,Texas,9,6,Completed
2789,Web Dev,Hawaii,3,9,Completed
2790,Data Science,Hawaii,3,5,Completed
2791,Web Dev,New York,3,6,Completed
2792,HR,Hawaii,3,4,Completed
2793,Design,Nebraska,6,3,Dropped Out
2794,HR,New Jersey,6,6,Dropped Out
2795,Design,Nebraska,3,5,Dropped Out
2796,Engineering,New York,3,4,Completed
2797,Design,Alaska,3,5,Dropped Out
2798,Marketing,Nebraska,3,7,Completed
2799,HR,Hawaii,3,1,Dropped Out
2800,Data Science,California,6,1,Dropped Out
2801,Engineering,Washington,6,1,Completed
2802,Marketing,New Jersey,6,2,Dropped Out
2803,Web Dev,Hawaii,3,9,Completed
2804,HR,California,6,5,Completed
2805,Data Science,New York,3,9,Completed
2806,Design,Michigan,3,5,Completed
2807,Data Science,California,6,7,Completed
2808,Web Dev,Texas,3,6,Completed
2809,Engineering,Michigan,6,2,Completed
2810,Engineering,Illinois,6,3,Dropped Out
2811,HR,New Jersey,9,5,Dropped Out
2812,Engineering,Hawaii,9,4,Dropped Out
2813,HR,Illinois,3,6,Dropped Out
2814,HR,Nebraska,9,8,Dropped Out
2815,HR,New York,6,8,Dropped Out
2816,Design,New Jersey,6,3,Dropped Out
2817,Marketing,Alaska,3,4,Completed
2818,HR,Michigan,9,1,Dropped Out
2819,HR,Alaska,3,2,Completed
2820,Marketing,Illinois,9,9,Dropped Out
2821,Data Science,California,3,10,Completed
2822,HR,California,6,10,Completed
2823,Design,New York,3,2,Completed
2824,Engineering,Illinois,3,6,Completed
2825,Engineering,Washington,3,7,Completed
2826,Web Dev,New Jersey,3,6,Dropped Out
2827,Web Dev,Michigan,3,8,Completed
2828,Engineering,California,3,9,Completed
2829,Engineering,California,6,8,Dropped Out
2830,Design,Alaska,9,5,Dropped Out
2831,Marketing,Alaska,6,8,Dropped Out
2832,Web Dev,Hawaii,3,10,Completed
2833,Marketing,Nebraska,3,10,Completed
2834,Design,Washington,3,9,Dropped Out
2835,Engineering,Alaska,9,8,Completed
2836,HR,Alaska,9,2,Dropped Out
2837,Marketing,New Jersey,3,2,Completed
2838,Engineering,Hawaii,3,3,Dropped Out
2839,Engineering,Alaska,9,7,Dropped Out
2840,Data Science,Michigan,9,9,Completed
2841,Marketing,New Jersey,9,8,Dropped Out
2842,HR,Nebraska,9,9,Dropped Out
2843,Marketing,Illinois,3,6,Completed
2844,Engineering,New Jersey,3,1,Dropped Out
2845,HR,Illinois,3,4,Dropped Out
2846,Design,California,3,6,Dropped Out
2847,Data Science,Hawaii,3,6,Completed
2848,Engineering,Nebraska,6,8,Completed
2849,Web Dev,Hawaii,3,1,Dropped Out
2850,Web Dev,Nebraska,3,2,Dropped Out
2851,Data Science,Hawaii,3,2,Completed
2852,Design,New Jersey,3,6,Dropped Out
2853,Engineering,Hawaii,3,7,Completed
2854,Marketing,Texas,9,2,Dropped Out
2855,Data Science,Nebraska,9,5,Completed
2856,Design,Illinois,3,6,Completed
2857,Marketing,Nebraska,6,4,Dropped Out
2858,Web Dev,California,3,1,Completed
2859,Web Dev,Michigan,6,3,Dropped Out
2860,Marketing,Texas,3,10,Dropped Out
2861,Data Science,New York,3,9,Completed
2862,Web Dev,Nebraska,9,6,Dropped Out
2863,Engineering,Alaska,3,2,Dropped Out
2864,HR,New Jersey,3,9,Completed
2865,Marketing,New Jersey,3,4,Dropped Out
2866,Marketing,Hawaii,3,8,Completed
2867,Web Dev,Hawaii,3,10,Completed
2868,Data Science,New Jersey,9,7,Completed
2869,Engineering,Washington,6,3,Dropped Out
2870,Data Science,Texas,6,8,Completed
2871,Design,Texas,3,4,Completed
2872,Design,Illinois,3,2,Completed
2873,HR,Nebraska,3,5,Dropped Out
2874,Web Dev,New York,3,1,Dropped Out
2875,Web Dev,New Jersey,6,8,Dropped Out
2876,Web Dev,Nebraska,3,8,Completed
2877,HR,Texas,9,3,Dropped Out
2878,Design,California,3,1,Dropped Out
2879,Data Science,New Jersey,3,4,Completed
2880,HR,Nebraska,3,9,Completed
2881,HR,Texas,3,9,Completed
2882,Data Science,Michigan,3,1,Completed
2883,Web Dev,Texas,3,7,Dropped Out
2884,Engineering,Hawaii,3,6,Completed
2885,Data Science,Alaska,6,7,Completed
2886,Design,Washington,6,7,Completed
2887,Marketing,Washington,3,8,Completed
2888,Marketing,Hawaii,3,8,Completed
2889,HR,Hawaii,6,10,Completed
2890,Marketing,New Jersey,9,2,Dropped Out
2891,Engineering,Michigan,6,4,Completed
2892,Web Dev,Michigan,3,4,Completed
2893,Design,New Jersey,6,10,Completed
2894,Engineering,Nebraska,6,8,Completed
2895,Design,New Jersey,3,3,Dropped Out
2896,Design,New York,9,3,Dropped Out
2897,Web Dev,New York,3,2,Dropped Out
2898,HR,Washington,9,1,Completed
2899,Marketing,Texas,6,8,Dropped Out
2900,Web Dev,New Jersey,6,9,Completed
2901,Engineering,New Jersey,6,9,Completed
2902,HR,Nebraska,3,8,Completed
2903,Engineering,Illinois,6,5,Dropped Out
2904,HR,Washington,9,1,Dropped Out
2905,Engineering,Washington,6,9,Completed
2906,Web Dev,Washington,9,6,Dropped Out
2907,HR,Texas,9,7,Completed
2908,HR,Hawaii,9,8,Dropped Out
2909,Design,California,6,5,Dropped Out
2910,Design,Illinois,6,6,Dropped Out
2911,Data Science,Texas,3,7,Completed
2912,Engineering,New York,6,7,Dropped Out
2913,Design,Nebraska,3,2,Dropped Out
2914,Data Science,Hawaii,3,1,Completed
2915,Design,New York,3,8,Completed
2916,Engineering,Hawaii,9,5,Dropped Out
2917,HR,Michigan,9,10,Completed
2918,Marketing,Washington,6,2,Dropped Out
2919,Engineering,Hawaii,3,3,Dropped Out
2920,Web Dev,Alaska,6,6,Dropped Out
2921,Design,Washington,6,10,Dropped Out
2922,Design,Washington,3,6,Dropped Out
2923,HR,Nebraska,3,8,Completed
2924,Web Dev,Illinois,3,5,Completed
2925,HR,New York,6,5,Completed
2926,Web Dev,Hawaii,6,7,Dropped Out
2927,Marketing,Hawaii,3,10,Completed
2928,Design,Michigan,9,5,Dropped Out
2929,Design,Washington,3,9,Dropped Out
2930,Marketing,New Jersey,3,6,Completed
2931,Data Science,California,3,7,Completed
2932,HR,New Jersey,3,8,Completed
2933,Marketing,Hawaii,3,5,Dropped Out
2934,HR,New Jersey,3,4,Completed
2935,Engineering,Nebraska,6,8,Completed
2936,Design,Alaska,3,10,Completed
2937,HR,Hawaii,6,9,Completed
2938,Web Dev,Hawaii,6,1,Dropped Out
2939,HR,Alaska,3,3,Completed
2940,Engineering,New York,6,4,Dropped Out
2941,Design,Alaska,3,7,Completed
2942,Marketing,New Jersey,9,6,Dropped Out
2943,Engineering,Nebraska,9,10,Completed
2944,Design,Michigan,3,10,Completed
2945,HR,New York,9,1,Dropped Out
2946,Data Science,Texas,6,4,Dropped Out
2947,Data Science,Michigan,9,6,Completed
2948,Web Dev,Illinois,6,3,Dropped Out
2949,Design,Illinois,3,2,Completed
2950,Data Science,Illinois,9,2,Completed
2951,Marketing,Illinois,3,10,Completed
2952,Design,Nebraska,3,4,Dropped Out
2953,Marketing,Michigan,3,1,Completed
2954,Marketing,Washington,3,10,Completed
2955,Data Science,California,6,2,Completed
2956,Design,New York,6,10,Dropped Out
2957,HR,Texas,9,2,Dropped Out
2958,Engineering,New Jersey,3,4,Dropped Out
2959,Data Science,Hawaii,9,4,Dropped Out
2960,Data Science,Illinois,9,1,Dropped Out
2961,HR,Texas,3,7,Dropped Out
2962,Design,Hawaii,3,7,Completed
2963,Design,California,9,10,Dropped Out
2964,Marketing,Texas,6,10,Dropped Out
2965,HR,Michigan,6,10,Completed
2966,HR,Texas,6,1,Dropped Out
2967,Design,Illinois,3,8,Dropped Out
2968,Marketing,California,3,10,Completed
2969,Data Science,New Jersey,6,7,Completed
2970,Web Dev,Washington,3,7,Completed
2971,Engineering,Alaska,6,6,Completed
2972,Data Science,Illinois,9,4,Dropped Out
2973,Design,Hawaii,6,8,Dropped Out
2974,Engineering,California,9,2,Dropped Out
2975,Web Dev,Michigan,3,7,Completed
2976,Web Dev,Nebraska,6,3,Dropped Out
2977,Marketing,California,6,3,Completed
2978,Engineering,Hawaii,9,7,Dropped Out
2979,Marketing,Alaska,6,3,Dropped Out
2980,Data Science,Alaska,3,5,Completed
2981,HR,New York,9,8,Completed
2982,HR,Washington,6,4,Dropped Out
2983,HR,Hawaii,3,7,Completed
2984,Engineering,Alaska,6,7,Dropped Out
2985,HR,New York,9,2,Dropped Out
2986,Data Science,New York,6,8,Completed
2987,Marketing,New York,3,10,Completed
2988,Engineering,California,9,10,Dropped Out
2989,Marketing,New York,6,9,Completed
2990,Engineering,Illinois,6,6,Dropped Out
2991,Marketing,Hawaii,3,5,Completed
2992,Web Dev,Illinois,3,1,Dropped Out
2993,Marketing,Nebraska,6,1,Completed
2994,HR,Alaska,9,9,Completed
2995,Web Dev,Washington,3,4,Completed
2996,Marketing,New York,3,1,Completed
2997,Engineering,Michigan,3,10,Completed
2998,Engineering,Michigan,6,3,Completed
2999,Engineering,Alaska,3,6,Dropped Out
3000,Design,Nebraska,3,8,Completed
3001,Data Science,Michigan,3,10,Completed
3002,Engineering,Illinois,6,2,Dropped Out
3003,Web Dev,Texas,3,8,Completed
3004,Engineering,California,3,1,Completed
3005,Design,New Jersey,9,2,Dropped Out
3006,HR,Michigan,3,8,Completed
3007,Web Dev,Washington,3,7,Completed
3008,Design,New York,9,5,Dropped Out
3009,HR,Washington,3,10,Completed
3010,Web Dev,Hawaii,6,2,Completed
3011,Marketing,California,3,9,Completed
3012,Data Science,Illinois,6,5,Completed
3013,Data Science,Nebraska,3,8,Completed
3014,Design,California,9,4,Dropped Out
3015,HR,New Jersey,3,9,Completed
3016,Data Science,Texas,3,10,Completed
3017,HR,Michigan,6,7,Dropped Out
3018,HR,Nebraska,9,2,Dropped Out
3019,Design,Nebraska,3,3,Dropped Out
3020,Design,Michigan,9,2,Dropped Out
3021,Design,Michigan,3,5,Completed
3022,Data Science,Michigan,6,2,Completed
3023,Design,Michigan,3,5,Dropped Out
3024,Data Science,Michigan,6,9,Completed
3025,Design,Nebraska,3,2,Dropped Out
3026,Engineering,Alaska,3,9,Dropped Out
3027,HR,Alaska,3,7,Completed
3028,Design,Washington,3,7,Dropped Out
3029,Web Dev,Alaska,9,5,Dropped Out
3030,HR,New Jersey,9,8,Completed
3031,HR,Alaska,6,7,Completed
3032,Design,Nebraska,3,6,Dropped Out
3033,Marketing,Michigan,3,2,Completed
3034,Design,New York,6,6,Dropped Out
3035,HR,New York,9,2,Dropped Out
3036,Web Dev,New Jersey,3,1,Dropped Out
3037,HR,Hawaii,9,9,Completed
3038,Web Dev,Nebraska,9,5,Completed
3039,Data Science,Illinois,9,10,Completed
3040,Engineering,California,3,10,Completed
3041,HR,Washington,3,4,Dropped Out
3042,Design,Illinois,3,8,Dropped Out
3043,Data Science,Nebraska,6,5,Completed
3044,Engineering,Alaska,3,7,Completed
3045,Design,Michigan,3,3,Dropped Out
3046,Marketing,Illinois,6,8,Completed
3047,Design,California,3,8,Completed
3048,Web Dev,Hawaii,3,3,Dropped Out
3049,Web Dev,New York,6,9,Completed
3050,Marketing,Hawaii,6,8,Completed
3051,Data Science,California,6,1,Completed
3052,Engineering,Michigan,3,8,Completed
3053,Design,Alaska,6,4,Dropped Out
3054,Web Dev,California,6,6,Completed
3055,Data Science,Washington,3,10,Completed
3056,Marketing,California,6,9,Completed
3057,HR,Nebraska,3,5,Completed
3058,Web Dev,Alaska,3,7,Completed
3059,Marketing,Michigan,3,1,Completed
3060,Design,New York,3,9,Dropped Out
3061,Engineering,New York,3,6,Dropped Out
3062,Web Dev,California,9,4,Completed
3063,Web Dev,Nebraska,3,6,Completed
3064,Design,Illinois,9,5,Dropped Out
3065,HR,Hawaii,6,3,Completed
3066,Data Science,Hawaii,3,7,Completed
3067,Engineering,Hawaii,3,3,Completed
3068,Web Dev,Illinois,6,2,Dropped Out
3069,Engineering,Nebraska,6,4,Completed
3070,Web Dev,Hawaii,3,7,Completed
3071,Engineering,Washington,3,5,Completed
3072,Marketing,Illinois,6,9,Dropped Out
3073,Web Dev,Illinois,3,10,Completed
3074,Engineering,Michigan,9,7,Completed
3075,Data Science,Michigan,6,9,Completed
3076,Marketing,Alaska,3,9,Completed
3077,Marketing,Washington,3,2,Completed
3078,Data Science,Washington,3,1,Completed
3079,Engineering,Alaska,9,4,Dropped Out
3080,Design,Washington,3,4,Dropped Out
3081,Data Science,New Jersey,3,2,Completed
3082,Engineering,Texas,6,3,Dropped Out
3083,Data Science,Hawaii,3,3,Completed
3084,Data Science,Michigan,3,5,Completed
3085,Web Dev,Alaska,9,1,Dropped Out
3086,Engineering,Alaska,3,9,Dropped Out
3087,Design,Washington,9,8,Completed
3088,Web Dev,Illinois,9,8,Completed
3089,Data Science,New York,3,3,Completed
3090,HR,California,3,2,Dropped Out
3091,Data Science,California,3,1,Dropped Out
3092,Data Science,Alaska,6,6,Completed
3093,Engineering,Hawaii,3,10,Completed
3094,Engineering,New Jersey,9,1,Dropped Out
3095,Web Dev,Hawaii,6,5,Completed
3096,Design,Alaska,3,9,Dropped Out
3097,Web Dev,Hawaii,6,9,Dropped Out
3098,Marketing,Michigan,3,4,Completed
3099,Data Science,Hawaii,9,7,Completed
3100,HR,Washington,6,7,Completed
3101,Data Science,Washington,3,4,Completed
3102,Data Science,New Jersey,3,5,Completed
3103,Web Dev,Michigan,9,9,Dropped Out
3104,HR,New York,6,7,Completed
3105,HR,Illinois,9,7,Completed
3106,HR,Michigan,3,10,Completed
3107,Web Dev,Nebraska,3,7,Completed
3108,Data Science,Texas,3,9,Completed
3109,Web Dev,Alaska,6,5,Dropped Out
3110,Engineering,Nebraska,3,6,Dropped Out
3111,Engineering,New Jersey,3,3,Completed
3112,Web Dev,Nebraska,6,1,Dropped Out
3113,HR,Washington,6,2,Completed
3114,Data Science,Hawaii,3,8,Completed
3115,Web Dev,Illinois,3,1,Dropped Out
3116,Web Dev,California,6,10,Completed
3117,Web Dev,Alaska,3,7,Completed
3118,Marketing,California,3,5,Dropped Out
3119,Engineering,Hawaii,3,6,Dropped Out
3120,HR,Washington,6,8,Dropped Out
3121,Design,Washington,9,4,Dropped Out
3122,HR,Hawaii,3,6,Dropped Out
3123,Design,Alaska,3,3,Dropped Out
3124,Marketing,California,9,7,Completed
3125,Web Dev,Michigan,9,2,Completed
3126,Marketing,Washington,6,8,Completed
3127,Marketing,California,9,7,Dropped Out
3128,Data Science,New York,6,8,Completed
3129,Engineering,California,6,2,Completed
3130,Design,New York,3,3,Dropped Out
3131,Web Dev,New York,3,4,Completed
3132,Design,Washington,3,9,Completed
3133,HR,Alaska,9,5,Dropped Out
3134,Design,New Jersey,9,6,Dropped Out
3135,HR,Washington,6,1,Dropped Out
3136,Engineering,Alaska,3,4,Completed
3137,HR,Alaska,3,4,Dropped Out
3138,Design,Nebraska,3,10,Completed
3139,Design,Hawaii,3,8,Completed
3140,HR,Hawaii,6,8,Completed
3141,Marketing,Hawaii,9,10,Completed
3142,Engineering,Texas,3,6,Completed
3143,Data Science,Washington,3,8,Completed
3144,Web Dev,Alaska,6,9,Dropped Out
3145,Design,Nebraska,3,5,Dropped Out
3146,Web Dev,New York,9,1,Dropped Out
3147,Data Science,New Jersey,3,1,Dropped Out
3148,Web Dev,New Jersey,3,2,Completed
3149,Data Science,New York,3,2,Completed
3150,HR,California,3,5,Completed
3151,Marketing,California,6,7,Completed
3152,Design,Hawaii,3,7,Dropped Out
3153,Data Science,Washington,3,4,Completed
3154,Web Dev,Texas,3,4,Dropped Out
3155,Design,Nebraska,3,10,Dropped Out
3156,Marketing,New Jersey,3,3,Completed
3157,HR,Hawaii,6,2,Dropped Out
3158,Design,Illinois,6,3,Dropped Out
3159,Data Science,Hawaii,9,8,Dropped Out
3160,Marketing,Illinois,3,1,Dropped Out
3161,Web Dev,Michigan,3,4,Completed
3162,Marketing,Alaska,3,7,Completed
3163,Marketing,New York,3,5,Completed
3164,Engineering,Alaska,6,2,Dropped Out
